ticker,fund_name,fund_theme,strategy_no,触发条件,条件解释,机制,full_avg,full_hit
SLPIX,Small-Cap ProFund， Investor Class,小盘,1,GDX>0 且 XLF<0 且 XLK<0，买基金第二天,金矿股上涨，金融下跌，科技下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优，价值/金融板块相对占优。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3207245911292404,0.5956284153005464
SLPSX,Small-Cap ProFund， Service Class,小盘,1,GDX>0 且 XLF<0 且 XLK<0，买基金第二天,金矿股上涨，金融下跌，科技下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优，价值/金融板块相对占优。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3314921801370492,0.595166163141994
SMPIX,Semiconductor UltraSector ProFund， Investor Class,半导体,1,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,黄金上涨，金融下跌，科技下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优，价值/金融板块相对占优。该基金为半导体类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.9244360452991732,0.6190476190476191
SMPIX,Semiconductor UltraSector ProFund， Investor Class,半导体,2,QQQ<0 且 SLV<0 且 XLV<0，买基金后3日平均回报,科技成长下跌，白银下跌，医疗下跌,风险偏好收缩，资金撤离高风险资产；防御性板块走弱。市场风险偏好与防御信号并存，资金分流加剧。该基金为半导体类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3203326585389723,0.5849802371541502
SMPIX,Semiconductor UltraSector ProFund， Investor Class,半导体,3,FXY>0 且 HYG>0 且 XLU>0，买基金第二天,日元上涨，高收益债上涨，公用事业上涨,避险与利率敏感资产走强；资金转向防御性板块。市场风险偏好与防御信号并存，资金分流加剧。该基金为半导体类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3459051231511699,0.5645412130637636
SMPSX,Semiconductor UltraSector ProFund， Service Class,半导体,2,FXY>0 且 TIP>0，买基金第二天,日元上涨，通胀保护国债上涨,避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为半导体类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.4361786306459808,0.5851063829787234
SNPSX,Short Energy ProFund - Service Class,能源,1,SPY>0 且 XLC>0 且 XLK>0，买基金第二天,标普500上涨，通信服务上涨，科技上涨,风险偏好回暖，资金回流权益与信用资产；板块轮动偏向成长/科技。资金回流风险资产，避险资产相对走弱，成长/科技板块相对占优。该基金为能源类反向产品，风险偏好回暖时风险资产走强，反向产品价格倾向承压。,0.4214298467508147,0.6148648648648649
SPPIX,Short Precious Metals ProFund Investor Class,贵金属,1,GLD>0 且 XLE>0 且 XLV<0，买基金第二天,黄金上涨，能源上涨，医疗下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。市场风险偏好与防御信号并存，资金分流加剧。该基金为贵金属类反向产品，避险需求上升时贵金属/防御资产走强，反向产品价格倾向承压。,0.2866728234755039,0.5791962174940898
SPPSX,Short Precious Metals ProFund Service Class,贵金属,1,GLD>0 且 XLE>0 且 XLV<0，买基金第二天,黄金上涨，能源上涨，医疗下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。市场风险偏好与防御信号并存，资金分流加剧。该基金为贵金属类反向产品，避险需求上升时贵金属/防御资产走强，反向产品价格倾向承压。,0.2893970327750828,0.5791962174940898
SVPIX,Small-Cap Value ProFund， Investor Class,小盘,1,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,金矿股上涨，标普500下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3025111483423076,0.5685279187817259
SVPIX,Small-Cap Value ProFund， Investor Class,小盘,2,GDX>0 且 SPY<0，买基金第二天,金矿股上涨，标普500下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3050664457341833,0.5544554455445545
SVPIX,Small-Cap Value ProFund， Investor Class,小盘,3,SLV>0 且 SPY<0 且 TIP>0，买基金第二天,白银上涨，标普500下跌，通胀保护国债上涨,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2048993424005395,0.5574468085106383
SVPSX,Small-Cap Value ProFund， Service Class,小盘,1,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,金矿股上涨，标普500下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3010347861695245,0.5640394088669951
SVPSX,Small-Cap Value ProFund， Service Class,小盘,2,GDX>0 且 SPY<0 且 XLF<0，买基金第二天,金矿股上涨，标普500下跌，金融下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3580917600249036,0.5643153526970954
SVPSX,Small-Cap Value ProFund， Service Class,小盘,3,GDX>0 且 GLD>0 且 SPY<0，买基金第二天,金矿股上涨，黄金上涨，标普500下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为小盘类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2088422319141883,0.5536105032822757
TEPIX,Technology UltraSector ProFund， Investor Class,科技,1,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,黄金上涨，金融下跌，科技下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优，价值/金融板块相对占优。该基金为科技类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.6464622493691958,0.6358381502890174
TEPIX,Technology UltraSector ProFund， Investor Class,科技,2,TIP>0 且 XLE<0 且 XLK>0，买基金第二天,通胀保护国债上涨，能源下跌，科技上涨,避险与利率敏感资产走强；板块轮动偏向成长/科技。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优。该基金为科技类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3585416399098477,0.6165919282511211
TEPSX,Technology UltraSector ProFund， Service Class,科技,1,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,黄金上涨，金融下跌，科技下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优，价值/金融板块相对占优。该基金为科技类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.6502940356990149,0.630057803468208
TEPSX,Technology UltraSector ProFund， Service Class,科技,2,TIP>0 且 XLE<0 且 XLK>0，买基金第二天,通胀保护国债上涨，能源下跌，科技上涨,避险与利率敏感资产走强；板块轮动偏向成长/科技。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优。该基金为科技类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3462520685800568,0.6165919282511211
UAPIX,Ultra Small-Cap ProFund， Investor,小盘,1,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,新兴市场下跌，能源下跌，金融下跌,风险偏好收缩，资金撤离高风险资产；板块轮动偏向成长/科技。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优。该基金为小盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3708032870475718,0.5548003398470688
UAPSX,ProFunds Ultra Small-Cap ProFund Service Class,小盘,1,EEM<0 且 XLE<0 且 XLF<0，买基金第二天,新兴市场下跌，能源下跌，金融下跌,风险偏好收缩，资金撤离高风险资产；板块轮动偏向成长/科技。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优。该基金为小盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3693430306973154,0.5551782682512734
UAPSX,ProFunds Ultra Small-Cap ProFund Service Class,小盘,3,FXY>0 且 TIP>0 且 XLU>0，买基金第二天,日元上涨，通胀保护国债上涨，公用事业上涨,避险与利率敏感资产走强；资金转向防御性板块。资金转向避险与防御资产，风险资产承压。该基金为小盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3452030313508538,0.5650224215246636
UBPIX,UltraLatin America ProFund - Investor Cl,拉美,1,GDX>0 且 XLC<0，买基金第二天,金矿股上涨，通信服务下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压。该基金为拉美类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.8224733750570294,0.5874587458745875
UBPIX,UltraLatin America ProFund - Investor Cl,拉美,2,GDX>0 且 板块轮动<=-0.5%，买基金后2日平均回报,金矿股上涨，科技/金融轮动<=-0.5,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为拉美类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3817234116412157,0.5620437956204379
UBPIX,UltraLatin America ProFund - Investor Cl,拉美,3,QQQ<=-1% 且 VIX>0，买基金第二天,科技成长大跌(<=-1%)，VIX当日变化上升,风险偏好收缩，资金撤离高风险资产；恐慌情绪升温。资金转向避险与防御资产，风险资产承压。该基金为拉美类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.4370715593347077,0.5680272108843537
UBPSX,UltraLatin America ProFund - Service Cl,拉美,1,GDX>0 且 XLC<0，买基金第二天,金矿股上涨，通信服务下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压。该基金为拉美类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.818815520027677,0.5841584158415841
UBPSX,UltraLatin America ProFund - Service Cl,拉美,2,GDX>0 且 板块轮动<=-0.5%，买基金后2日平均回报,金矿股上涨，科技/金融轮动<=-0.5,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为拉美类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3769668888932385,0.559610705596107
UBPSX,UltraLatin America ProFund - Service Cl,拉美,3,QQQ<=-1% 且 VIX>0，买基金第二天,科技成长大跌(<=-1%)，VIX当日变化上升,风险偏好收缩，资金撤离高风险资产；恐慌情绪升温。资金转向避险与防御资产，风险资产承压。该基金为拉美类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.4317610963477274,0.564625850340136
UCPSX,Ultra Short Small-Cap ProFund Service Class,小盘,1,GDX<0 且 XLC>0 且 XLF>0，买基金第二天,金矿股下跌，通信服务上涨，金融上涨,板块轮动偏向价值/金融；避险资产走弱。资金回流风险资产，避险资产相对走弱，价值/金融板块相对占优。该基金为小盘类反向杠杆产品（约-2倍），风险偏好回暖时风险资产走强，反向产品价格倾向承压。,0.4069293882282893,0.568
UDPIX,Ultra Dow 30 Profund Investor Class,大盘,2,GDX>0 且 GLD>0 且 XLK<0，买基金第二天,金矿股上涨，黄金上涨，科技下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为大盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.5069499270447295,0.6284403669724771
UDPIX,Ultra Dow 30 Profund Investor Class,大盘,3,SPY>0 且 TIP>0 且 XLE<0，买基金第二天,标普500上涨，通胀保护国债上涨，能源下跌,避险与利率敏感资产走强；风险偏好回暖，资金回流权益与信用资产。市场风险偏好与防御信号并存，资金分流加剧。该基金为大盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3181308549439179,0.5723076923076923
UDPSX,Ultra Dow 30 Profund Service Class,大盘,2,FXY>0 且 GDX>0 且 TIP>0，买基金第二天,日元上涨，金矿股上涨，通胀保护国债上涨,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压。该基金为大盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3584836996580708,0.6108695652173913
UDPSX,Ultra Dow 30 Profund Service Class,大盘,3,QQQ<=-1% 且 VIX5d>0，买基金第二天,科技成长大跌(<=-1%)，VIX近5日变化上升,风险偏好收缩，资金撤离高风险资产；恐慌情绪升温。资金转向避险与防御资产，风险资产承压。该基金为大盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2049533141725113,0.5725338491295938
UEPIX,Europe 30 ProFund Investor Class,欧洲,1,GDX>0 且 SPY<0，买基金第二天,金矿股上涨，标普500下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为欧洲类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.4206783765948881,0.59375
UEPSX,Europe 30 ProFund,欧洲,1,GDX>0 且 SPY<0，买基金第二天,金矿股上涨，标普500下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为欧洲类主题产品，风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.4106830598917376,0.5957446808510638
UGPIX,Ultra China ProFund Investor Class,中国,1,FXY>0 且 GDX>0 且 QQQ<0，买基金第二天,日元上涨，金矿股上涨，科技成长下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为中国类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.6838403638136626,0.5506329113924051
UGPIX,Ultra China ProFund Investor Class,中国,2,FXY>0 且 板块轮动<0，买基金后2日平均回报,日元上涨，科技/金融轮动下降,避险与利率敏感资产走强；板块轮动偏向价值/金融。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为中国类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3396252304158803,0.5712589073634204
UGPIX,Ultra China ProFund Investor Class,中国,3,GLD>0 且 SPY<0 且 XLV<0，买基金后2日平均回报,黄金上涨，标普500下跌，医疗下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。市场风险偏好与防御信号并存，资金分流加剧。该基金为中国类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3737305791150606,0.5731523378582202
UGPSX,Ultra China ProFund Service Class,中国,1,IWM<0 且 UUP<0 且 XLK<0，买基金第二天,小盘下跌，美元下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；美元走弱。市场风险偏好与防御信号并存，资金分流加剧，美元走弱利好贵金属与新兴市场，价值/金融板块相对占优。该基金为中国类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.9521495969754092,0.5737704918032787
UGPSX,Ultra China ProFund Service Class,中国,2,FXY>0 且 QQQ<0，买基金后3日平均回报,日元上涨，科技成长下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为中国类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3127492505020565,0.5704633204633205
UGPSX,Ultra China ProFund Service Class,中国,3,XLU>=1% 且 VIX<0，买基金后2日平均回报,公用事业大涨(>=1%)，VIX当日变化下降,避险与利率敏感资产走强；资金转向防御性板块。市场风险偏好与防御信号并存，资金分流加剧。该基金为中国类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3879557314259462,0.5580110497237569
UHPSX,Ultra Short China ProFund Service Class,中国,1,FXY<0 且 IWM>0 且 XLE<0，买基金后2日平均回报,日元下跌，小盘上涨，能源下跌,风险偏好回暖，资金回流权益与信用资产；能源板块走弱，通胀与周期预期降温。资金回流风险资产，避险资产相对走弱。该基金为中国类反向杠杆产品（约-2倍），风险偏好回暖时风险资产走强，反向产品价格倾向承压。,0.5635861049294755,0.579136690647482
UJPIX,Ultra Japan ProFund， Investor Class,日本,1,EEM<0 且 SPY<0 且 XLV<0，买基金第二天,新兴市场下跌，标普500下跌，医疗下跌,风险偏好收缩，资金撤离高风险资产；防御性板块走弱。市场风险偏好与防御信号并存，资金分流加剧。该基金为日本类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3632613110825495,0.5557865557865558
UJPIX,Ultra Japan ProFund， Investor Class,日本,3,QQQ<0 且 SPY<0 且 XLK<0，买基金后3日平均回报,科技成长下跌，标普500下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；板块轮动偏向价值/金融。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为日本类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2322311267928068,0.5811606391925989
UJPSX,Ultra Japan ProFund， Service Class,日本,1,EEM<0 且 SPY<0 且 XLV<0，买基金第二天,新兴市场下跌，标普500下跌，医疗下跌,风险偏好收缩，资金撤离高风险资产；防御性板块走弱。市场风险偏好与防御信号并存，资金分流加剧。该基金为日本类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3584119030022821,0.5557865557865558
UJPSX,Ultra Japan ProFund， Service Class,日本,3,QQQ<0 且 XLK<0，买基金后2日平均回报,科技成长下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；板块轮动偏向价值/金融。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为日本类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.268133451486178,0.5854922279792746
UKPSX,Ultra Short Japan ProFunds Service Class,日本,1,QQQ>0 且 SPY>0 且 TIP<0，买基金后2日平均回报,科技成长上涨，标普500上涨，通胀保护国债下跌,风险偏好回暖，资金回流权益与信用资产；避险资产走弱。资金回流风险资产，避险资产相对走弱。该基金为日本类反向杠杆产品（约-2倍），风险偏好回暖时风险资产走强，反向产品价格倾向承压。,0.3899149966596362,0.585635359116022
ULPIX,UltraBull ProFund Investor Shares,大盘多头,2,FXY>0 且 GDX>0，买基金第二天,日元上涨，金矿股上涨,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压。该基金为大盘多头类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3265886830211894,0.5685557586837294
ULPIX,UltraBull ProFund Investor Shares,大盘多头,3,QQQ<=-1% 且 VIX5d>0，买基金第二天,科技成长大跌(<=-1%)，VIX近5日变化上升,风险偏好收缩，资金撤离高风险资产；恐慌情绪升温。资金转向避险与防御资产，风险资产承压。该基金为大盘多头类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2551003078026386,0.5589941972920697
ULPSX,UltraBull ProFund Service,大盘多头,2,FXY>0 且 GDX>0，买基金第二天,日元上涨，金矿股上涨,避险与利率敏感资产走强；避险与抗通胀需求上升。资金转向避险与防御资产，风险资产承压。该基金为大盘多头类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2806305909036047,0.5719769673704415
ULPSX,UltraBull ProFund Service,大盘多头,3,FXY>0 且 XLK<0 且 XLU>0，买基金第二天,日元上涨，科技下跌，公用事业上涨,避险与利率敏感资产走强；资金转向防御性板块。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为大盘多头类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3515306905206729,0.615
UMPIX,Ultra Mid-Cap ProFund， Investor,中盘,1,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,金矿股上涨，标普500下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为中盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.558741227734537,0.6004728132387707
UMPIX,Ultra Mid-Cap ProFund， Investor,中盘,2,XLE<0 且 VIX5d>=10.0%，买基金第二天,能源下跌，VIX近5日变化>=10,恐慌情绪升温；能源板块走弱，通胀与周期预期降温。资金转向避险与防御资产，风险资产承压。该基金为中盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3762830520139816,0.5813148788927336
UMPIX,Ultra Mid-Cap ProFund， Investor,中盘,3,GLD>0 且 XLK<0 且 XLV<0，买基金后3日平均回报,黄金上涨，科技下跌，医疗下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。市场风险偏好与防御信号并存，资金分流加剧，价值/金融板块相对占优。该基金为中盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3349789053712516,0.6030640668523677
UMPSX,ProFunds Ultra Mid-Cap ProFund Service Class,中盘,1,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,金矿股上涨，标普500下跌，科技下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压，价值/金融板块相对占优。该基金为中盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.5540857560275064,0.5981087470449172
UMPSX,ProFunds Ultra Mid-Cap ProFund Service Class,中盘,2,XLE<0 且 VIX5d>=10.0%，买基金第二天,能源下跌，VIX近5日变化>=10,恐慌情绪升温；能源板块走弱，通胀与周期预期降温。资金转向避险与防御资产，风险资产承压。该基金为中盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3721228388756956,0.5813148788927336
UMPSX,ProFunds Ultra Mid-Cap ProFund Service Class,中盘,3,GLD>0 且 XLK<0 且 XLV<0，买基金后3日平均回报,黄金上涨，科技下跌，医疗下跌,避险与利率敏感资产走强；避险与抗通胀需求上升。市场风险偏好与防御信号并存，资金分流加剧，价值/金融板块相对占优。该基金为中盘类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3311898325220609,0.6002785515320335
UNPIX,UltraInternational ProFund Investor Class,国际,2,HYG>0 且 QQQ<0，买基金后2日平均回报,高收益债上涨，科技成长下跌,风险偏好收缩，资金撤离高风险资产；风险偏好回暖，资金回流权益与信用资产。市场风险偏好与防御信号并存，资金分流加剧。该基金为国际类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2487589496482765,0.6053130929791272
UNPIX,UltraInternational ProFund Investor Class,国际,3,SLV>0 且 VIX5d>=10.0%，买基金后2日平均回报,白银上涨，VIX近5日变化>=10,恐慌情绪升温；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为国际类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.2856692770472587,0.6009732360097324
UNPSX,UltraInternational ProFund Service Class,国际,2,GDX>0 且 QQQ<0 且 SPY<0，买基金第二天,金矿股上涨，科技成长下跌，标普500下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压。该基金为国际类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3239251717415397,0.561822125813449
UOPIX,Ultra NASDAQ-100 ProFunds Investor Class,纳指100,2,TIP>0 且 VIX5d<0，买基金第二天,通胀保护国债上涨，VIX近5日变化下降,避险与利率敏感资产走强；恐慌情绪回落。市场风险偏好与防御信号并存，资金分流加剧。该基金为纳指100类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3685466774361322,0.5803324099722992
UOPIX,Ultra NASDAQ-100 ProFunds Investor Class,纳指100,3,GLD>0 且 QQQ<0 且 XLF<0，买基金第二天,黄金上涨，科技成长下跌，金融下跌,风险偏好收缩，资金撤离高风险资产；避险与利率敏感资产走强。资金转向避险与防御资产，风险资产承压，成长/科技板块相对占优。该基金为纳指100类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.4466897848786326,0.5963756177924218
UOPSX,Ultra NASDAQ-100 ProFund Service Class,纳指100,2,TIP>0 且 VIX5d<0，买基金第二天,通胀保护国债上涨，VIX近5日变化下降,避险与利率敏感资产走强；恐慌情绪回落。市场风险偏好与防御信号并存，资金分流加剧。该基金为纳指100类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3831693831372808,0.5774436090225564
UOPSX,Ultra NASDAQ-100 ProFund Service Class,纳指100,3,FXY>0 且 TLT>0 且 XLU>0，买基金第二天,日元上涨，长期国债上涨，公用事业上涨,避险与利率敏感资产走强；资金转向防御性板块。资金转向避险与防御资产，风险资产承压。该基金为纳指100类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3620552363429984,0.6155202821869489
UUPIX,UltraEmerging Markets ProFund Investor Class,新兴市场,1,SPY<0 且 XLK<0 且 XLV<0，买基金第二天,标普500下跌，科技下跌，医疗下跌,风险偏好收缩，资金撤离高风险资产；板块轮动偏向价值/金融。市场风险偏好与防御信号并存，资金分流加剧，价值/金融板块相对占优。该基金为新兴市场类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.408758252768056,0.5523076923076923
UUPIX,UltraEmerging Markets ProFund Investor Class,新兴市场,2,GLD<0 且 TIP>0 且 XLV>0，买基金第二天,黄金下跌，通胀保护国债上涨，医疗上涨,避险与利率敏感资产走强；资金转向防御性板块。市场风险偏好与防御信号并存，资金分流加剧。该基金为新兴市场类杠杆产品（约2倍），风险偏好收缩时该基金价格倾向承压；若自身已下跌，超跌反弹概率上升。,0.3639315625177768,0.5536723163841808
